Artifact,RowKey,CanonicalName,CatalogLayer,CurrentAuthority,CurrentConfidence,CurrentSourceRefs,Basis,Notes
rules.csv,RUL-001,LPFR availability,guidance_canonical,official_manual_test,high,KB-007,REC-RUL-001,The operational story is strongly corroborated across spec manual tests and BE rulebook materials
rules.csv,RUL-002,LPFR error transport,reference_only,official_manual_test,medium,KB-007,transform_resolution,Transport-normalization note aligned with REC-ERR-001 and kept outside the primary canonical contract layer
rules.csv,RUL-003,Error priority,guidance_canonical,official_manual_test,high,KB-007,transform_resolution,Manual-test validation-priority behavior kept as an approval-facing integration rule
rules.csv,RUL-004,Approval change control,guidance_canonical,official_technical,high,KB-005,REC-RUL-014,The technical instruction and approval manuals strongly support this as an approval-sensitive design constraint
rules.csv,RUL-005,Buyer ID naming,guidance_canonical,official_technical,high,KB-005,transform_resolution,Canonical naming reconciliation rule retained for terminology stability
rules.csv,RUL-006,Receipt categories,core_canonical,normative,high,KB-003,REC-RUL-003,Legal classification is normative while the font-emphasis detail is sharpened by technical and manual-test material
rules.csv,RUL-007,Non fiscal document rendering,core_canonical,normative,high,KB-003,REC-RUL-003,Legal classification is normative while the font-emphasis detail is sharpened by technical and manual-test material
rules.csv,RUL-008,Refund semantics,core_canonical,normative,high,KB-003,transform_resolution,Normative refund-or-cancellation semantic retained as core domain meaning
rules.csv,RUL-009,Multiple payments,core_canonical,normative,high,KB-003,REC-RUL-006,Rulebook and FAQ material consistently support the payment-label set and mixed-payment allocation requirement
rules.csv,RUL-010,Payment option restriction Serbia,core_canonical,normative,high,KB-003,REC-RUL-006,Rulebook and FAQ material consistently support the payment-label set and mixed-payment allocation requirement
rules.csv,RUL-011,Printed versus electronic verification,core_canonical,normative,high,KB-003,REC-RUL-004,Normative and technical sources align that QR and hyperlink are two renderings of the same verification path
rules.csv,RUL-012,Reference time dependency,guidance_canonical,official_spec,high,KB-006,REC-RUL-008,This family mixes hard request-shape rules with manual and taxpayer-facing flow requirements
rules.csv,RUL-013,Journal language selection,core_canonical,official_spec,high,KB-006,transform_resolution,Official Accept-Language journal-selection rule retained as protocol truth
rules.csv,RUL-014,Verify PIN format,guidance_canonical,official_spec,high,KB-006; KB-010,REC-RUL-001,The operational story is strongly corroborated across spec manual tests and BE rulebook materials
rules.csv,RUL-015,Verify PIN caching,guidance_canonical,official_spec,high,KB-006; KB-010,REC-RUL-001,The operational story is strongly corroborated across spec manual tests and BE rulebook materials
rules.csv,RUL-016,Configuration source,guidance_canonical,official_spec,high,KB-006; KB-009,transform_resolution,Operational configuration advice retained as guidance rather than hard protocol shape
rules.csv,RUL-017,Reference number mandatory cases,guidance_canonical,official_spec,high,KB-006; KB-003,REC-RUL-008,This family mixes hard request-shape rules with manual and taxpayer-facing flow requirements
rules.csv,RUL-018,Buyer ID codebook format,core_canonical,official_technical,high,KB-016; KB-005,REC-RUL-009,The codebook and technical instruction provide direct support for the code-prefixed syntax families and rendering baseline
rules.csv,RUL-019,Buyer optional field format,core_canonical,official_technical,high,KB-016; KB-005,REC-RUL-009,The codebook and technical instruction provide direct support for the code-prefixed syntax families and rendering baseline
rules.csv,RUL-020,Buyer ID receipt display,core_canonical,official_technical,high,KB-005,REC-RUL-009,The codebook and technical instruction provide direct support for the code-prefixed syntax families and rendering baseline
rules.csv,RUL-021,Corporate card sale rule,guidance_canonical,official_technical,high,KB-005; KB-016,transform_resolution,Baseline corporate-card sale rule retained after REC-RUL-011 split
rules.csv,RUL-022,Corporate card aggregate refund rule,guidance_canonical,official_technical,high,KB-005; KB-016,transform_resolution,Baseline corporate-card aggregate refund rule retained after REC-RUL-011 split
rules.csv,RUL-023,Refund buyer identification baseline rule,guidance_canonical,official_technical,high,KB-005; KB-017,transform_resolution,Baseline refund-buyer-identification rule retained after REC-RUL-011 split
rules.csv,RUL-024,Immediate correction rule,guidance_canonical,official_technical,medium,KB-005,transform_resolution,Baseline immediate-correction buyer-ID rule retained after REC-RUL-011 split
rules.csv,RUL-025,SE applet selection,guidance_canonical,official_spec,high,KB-006; REF-005,REC-RUL-001,The operational story is strongly corroborated across spec manual tests and BE rulebook materials
rules.csv,RUL-026,SE CRC version gate,guidance_canonical,official_spec,high,KB-006,REC-RUL-001,The operational story is strongly corroborated across spec manual tests and BE rulebook materials
rules.csv,RUL-027,SE certificate validity rule,guidance_canonical,official_spec,high,KB-006,REC-RUL-001,The operational story is strongly corroborated across spec manual tests and BE rulebook materials
rules.csv,RUL-028,SE version-dependent availability,core_canonical,official_spec,high,KB-006,transform_resolution,Version-gated SE command availability is part of the canonical APDU integration model
rules.csv,RUL-029,Verify PIN to POS mapping,core_canonical,official_spec,high,KB-006,transform_resolution,Official mapping from Verify PIN APDU results to general status codes is core integration truth
rules.csv,RUL-030,Current SignInvoice byte layout,core_canonical,official_spec,high,KB-006,transform_resolution,Current SignInvoice byte layout is part of the canonical byte-level contract
rules.csv,RUL-031,Legacy sample layout mismatch,derived_layer,reference_impl_seed,high,REF-003; REF-004; KB-006,transform_resolution,Legacy sample mismatch remains a reconciliation note rather than current protocol truth
rules.csv,RUL-032,LastSignedInvoice replay layout,core_canonical,official_spec,high,KB-006,transform_resolution,Shared LastSignedInvoice response layout is part of the canonical APDU response model
rules.csv,RUL-033,Payment type crosswalk,derived_layer,derived_from_official_plus_reference,high,KB-005; KB-006; REF-001,REC-RUL-007,The crosswalk is useful and well supported but it is still a reconciliation layer between Serbian display labels and the generic protocol enum
rules.csv,RUL-034,PKI applet AID version gate,core_canonical,official_spec,high,KB-006,transform_resolution,PKI applet AID version gate is part of the canonical smart-card integration model
rules.csv,RUL-035,Shared SE and PKI PIN,core_canonical,official_spec,high,KB-006,transform_resolution,Shared SE and PKI PIN rule is official protocol behavior on relevant versions
rules.csv,RUL-036,Buyer ID composite code 12,core_canonical,official_technical,high,KB-005; KB-016,REC-RUL-009,The codebook and technical instruction provide direct support for the code-prefixed syntax families and rendering baseline
rules.csv,RUL-037,Buyer optional field code 60 format,core_canonical,official_technical,high,KB-005; KB-016,REC-RUL-009,The codebook and technical instruction provide direct support for the code-prefixed syntax families and rendering baseline
rules.csv,RUL-038,Audit limit online block,guidance_canonical,official_manual_test,high,KB-007,REC-RUL-001,The operational story is strongly corroborated across spec manual tests and BE rulebook materials
rules.csv,RUL-039,Audit limit offline block,guidance_canonical,official_manual_test,high,KB-007,REC-RUL-001,The operational story is strongly corroborated across spec manual tests and BE rulebook materials
rules.csv,RUL-040,Issuance during local audit,guidance_canonical,official_manual_test,high,KB-007,transform_resolution,Manual-tested local-audit concurrency behavior retained as operational guidance
rules.csv,RUL-041,Reinserted card requires PIN,guidance_canonical,official_manual_test,high,KB-007,REC-RUL-001,The operational story is strongly corroborated across spec manual tests and BE rulebook materials
rules.csv,RUL-042,Status endpoint degraded-state arrays,guidance_canonical,official_manual_test,high,KB-007,REC-RUL-001,The operational story is strongly corroborated across spec manual tests and BE rulebook materials
rules.csv,RUL-043,ESIR requires PFR connectivity,guidance_canonical,official_manual_test,high,KB-008,REC-RUL-002,This family is driven mainly by manual-test expectations rather than protocol text
rules.csv,RUL-044,ESIR preserves PFR data,guidance_canonical,official_manual_test,high,KB-008,REC-RUL-002,This family is driven mainly by manual-test expectations rather than protocol text
rules.csv,RUL-045,GTIN and unit display,guidance_canonical,official_manual_test,high,KB-008,transform_resolution,Portal and receipt display expectation retained as approval-facing rendering guidance
rules.csv,RUL-046,Receipt frame containment,guidance_canonical,official_manual_test,high,KB-008,transform_resolution,Receipt-frame containment retained as approval-facing rendering guidance
rules.csv,RUL-047,Non fiscal notice typography,core_canonical,official_manual_test,high,KB-008,REC-RUL-003,Legal classification is normative while the font-emphasis detail is sharpened by technical and manual-test material
rules.csv,RUL-048,ESIR time exception,guidance_canonical,official_manual_test,high,KB-008,REC-RUL-008,This family mixes hard request-shape rules with manual and taxpayer-facing flow requirements
rules.csv,RUL-049,Reference time on copy and refund,guidance_canonical,official_manual_test,high,KB-008,REC-RUL-008,This family mixes hard request-shape rules with manual and taxpayer-facing flow requirements
rules.csv,RUL-050,ESIR authenticates on startup,guidance_canonical,official_manual_test,medium,KB-008,REC-RUL-002,This family is driven mainly by manual-test expectations rather than protocol text
rules.csv,RUL-051,Electronic delivery parity,guidance_canonical,official_manual_test,high,KB-008,REC-RUL-002,This family is driven mainly by manual-test expectations rather than protocol text
rules.csv,RUL-052,ESIR price rounding,guidance_canonical,official_manual_test,high,KB-008,REC-RUL-002,This family is driven mainly by manual-test expectations rather than protocol text
rules.csv,RUL-053,Only PFR tax rates allowed,guidance_canonical,official_manual_test,high,KB-008,REC-RUL-002,This family is driven mainly by manual-test expectations rather than protocol text
rules.csv,RUL-054,Copy refund signature line,guidance_canonical,official_manual_test,medium,KB-008,transform_resolution,Copy-refund signature-line expectation retained as approval-facing rendering guidance
rules.csv,RUL-055,Copy refund references Promet Refund,guidance_canonical,official_manual_test,high,KB-008,REC-RUL-008,This family mixes hard request-shape rules with manual and taxpayer-facing flow requirements
rules.csv,RUL-056,Optional field omission versus empty string,core_canonical,official_spec,high,KB-006,REC-RUL-009,The codebook and technical instruction provide direct support for the code-prefixed syntax families and rendering baseline
rules.csv,RUL-057,Buyer identification generic protocol length limits,core_canonical,official_spec,high,KB-006; KB-016,REC-RUL-009,The codebook and technical instruction provide direct support for the code-prefixed syntax families and rendering baseline
rules.csv,RUL-058,Environment endpoints open-ended schema,core_canonical,official_spec,high,KB-006; REF-001,transform_resolution,Open-ended environment-endpoints schema is part of the canonical bootstrap contract
rules.csv,RUL-059,Validation error payload contract,core_canonical,official_spec,high,KB-006,transform_resolution,Structured validation-error payload contract is part of the canonical API surface
rules.csv,RUL-060,Buyer identification syntax families,core_canonical,official_technical,high,KB-016; KB-005,REC-RUL-009,The codebook and technical instruction provide direct support for the code-prefixed syntax families and rendering baseline
rules.csv,RUL-061,Buyer optional field syntax families,core_canonical,official_technical,high,KB-016; KB-005,REC-RUL-009,The codebook and technical instruction provide direct support for the code-prefixed syntax families and rendering baseline
rules.csv,RUL-062,Buyer optional field generic payload class,derived_layer,official_technical,high,KB-005; KB-016; KB-017,transform_resolution,Buyer optional-field generic payload class is a useful validator derivation rather than an explicit published schema
rules.csv,RUL-063,Buyer identification number-family split,derived_layer,derived_from_official,medium,KB-005; KB-016,transform_resolution,Number-family split remains a derivation layer because exact national regexes are not published
rules.csv,RUL-064,Foreign TIN is not digits-only,derived_layer,derived_from_official_plus_codebook,medium,KB-006; KB-016,transform_resolution,Foreign-TIN alphanumeric allowance is a derived validator bridge from generic TIN guidance to Serbian code 40
rules.csv,RUL-065,Security element mandatory for fiscal status,core_canonical,official_normative,high,KB-011,REC-RUL-012,The BE rulebook provides the strongest baseline and taxpayer-facing guidance only adds operational detail
rules.csv,RUL-066,Security element binding scope,core_canonical,official_normative,high,KB-011,REC-RUL-012,The BE rulebook provides the strongest baseline and taxpayer-facing guidance only adds operational detail
rules.csv,RUL-067,Security element normative counter obligations,core_canonical,official_normative,high,KB-011,REC-RUL-012,The BE rulebook provides the strongest baseline and taxpayer-facing guidance only adds operational detail
rules.csv,RUL-068,Security element allowed issuance forms,core_canonical,official_normative,high,KB-011,REC-RUL-012,The BE rulebook provides the strongest baseline and taxpayer-facing guidance only adds operational detail
rules.csv,RUL-069,Security element certificate lifecycle,core_canonical,official_normative,high,KB-011,REC-RUL-012,The BE rulebook provides the strongest baseline and taxpayer-facing guidance only adds operational detail
rules.csv,RUL-070,Security element replacement lead time,core_canonical,official_normative,high,KB-011,REC-RUL-012,The BE rulebook provides the strongest baseline and taxpayer-facing guidance only adds operational detail
rules.csv,RUL-071,Security element incident deactivation window,core_canonical,official_normative,high,KB-011,REC-RUL-012,The BE rulebook provides the strongest baseline and taxpayer-facing guidance only adds operational detail
rules.csv,RUL-072,Security element certificate dual purpose,core_canonical,official_normative,high,KB-011,REC-RUL-012,The BE rulebook provides the strongest baseline and taxpayer-facing guidance only adds operational detail
rules.csv,RUL-073,UID canonical format and certificate binding,core_canonical,official_spec,high,KB-006; KB-010,REC-RUL-013,These primitives are directly supported by concepts and protocol material
rules.csv,RUL-074,PFX certificate password format,core_canonical,official_spec,high,KB-010,REC-RUL-013,These primitives are directly supported by concepts and protocol material
rules.csv,RUL-075,PAC code format,core_canonical,official_spec,high,KB-010,REC-RUL-013,These primitives are directly supported by concepts and protocol material
rules.csv,RUL-076,QR code represents verification URL,core_canonical,official_spec,high,KB-006; KB-010,REC-RUL-004,Normative and technical sources align that QR and hyperlink are two renderings of the same verification path
rules.csv,RUL-077,MRC canonical structure and audit obligation,core_canonical,official_spec,high,KB-006; KB-010,REC-RUL-013,These primitives are directly supported by concepts and protocol material
rules.csv,RUL-078,Verification URL JSON negotiation,guidance_canonical,official_guidance,medium,KB-013,REC-RUL-005,The JSON mode is explicit in the applications guidance but not part of the core LPFR protocol spec
rules.csv,RUL-079,V-SDC reference request envelope,reference_only,reference_impl,medium,REF-002,REC-RUL-015,Useful for adapter work but the authoritative contract remains the official CreateInvoice protocol
rules.csv,RUL-080,Serbian codebook versus generic TaxCore buyer examples,derived_layer,derived_from_official,high,KB-006; KB-005; KB-016,REC-RUL-010,This family is useful and evidence-based but explicitly contains inference and non-publication findings rather than direct published regexes
rules.csv,RUL-081,PIB family code reuse,derived_layer,derived_from_official,high,KB-005; KB-016,REC-RUL-010,This family is useful and evidence-based but explicitly contains inference and non-publication findings rather than direct published regexes
rules.csv,RUL-082,JMBG family code reuse,derived_layer,derived_from_official,high,KB-005; KB-016,REC-RUL-010,This family is useful and evidence-based but explicitly contains inference and non-publication findings rather than direct published regexes
rules.csv,RUL-083,Code 12 segment validator families,derived_layer,derived_from_official,high,KB-005; KB-016,REC-RUL-010,This family is useful and evidence-based but explicitly contains inference and non-publication findings rather than direct published regexes
rules.csv,RUL-084,BPG is a number-family identifier,derived_layer,derived_from_official,medium,KB-005; KB-016,REC-RUL-010,This family is useful and evidence-based but explicitly contains inference and non-publication findings rather than direct published regexes
rules.csv,RUL-085,Document-number buyer code family,derived_layer,derived_from_official,high,KB-005; KB-012; KB-016,REC-RUL-010,This family is useful and evidence-based but explicitly contains inference and non-publication findings rather than direct published regexes
rules.csv,RUL-086,Optional field code semantic families,derived_layer,derived_from_official,high,KB-005; KB-012; KB-016,REC-RUL-010,This family is useful and evidence-based but explicitly contains inference and non-publication findings rather than direct published regexes
rules.csv,RUL-087,Diplomatic official-use coupling,derived_layer,derived_from_official_plus_codebook,medium,KB-012; KB-016,REC-RUL-010,This family is useful and evidence-based but explicitly contains inference and non-publication findings rather than direct published regexes
rules.csv,RUL-088,Diplomatic personal-use coupling,derived_layer,derived_from_official_plus_codebook,medium,KB-012; KB-016,REC-RUL-010,This family is useful and evidence-based but explicitly contains inference and non-publication findings rather than direct published regexes
rules.csv,RUL-089,Foreign TIN prefix guidance for code 40,derived_layer,derived_from_official_plus_codebook,medium,KB-006; KB-016,REC-RUL-010,This family is useful and evidence-based but explicitly contains inference and non-publication findings rather than direct published regexes
rules.csv,RUL-090,Optional buyer-field flow scope,derived_layer,derived_from_official,high,KB-005; KB-008; KB-012,REC-RUL-010,This family is useful and evidence-based but explicitly contains inference and non-publication findings rather than direct published regexes
rules.csv,RUL-091,Noncash refund buyer-trace guidance,guidance_canonical,official_guidance,medium,KB-012,transform_resolution,Lower-authority noncash refund customer-trace guidance retained as guidance
rules.csv,RUL-092,Serbian codebook is semantic not a published national-length spec,derived_layer,derived_from_official,high,KB-016; KB-005; KB-006,REC-RUL-010,This family is useful and evidence-based but explicitly contains inference and non-publication findings rather than direct published regexes
rules.csv,RUL-093,On-site refund guidance excludes JMBG capture,guidance_canonical,official_guidance,medium,KB-012; KB-005,transform_resolution,Lower-authority on-site refund document-choice guidance retained as guidance
rules.csv,RUL-094,Noncash refund invoice shape is not published in the reviewed corpus,derived_layer,derived_from_official,high,KB-012; KB-005; KB-017; REF-001,transform_resolution,Non-publication finding retained as derived layer after REC-RUL-011 split
rules.csv,RUL-095,RequestId header,guidance_canonical,official_spec,high,KB-006,REC-RUL-008,This family mixes hard request-shape rules with manual and taxpayer-facing flow requirements
rules.csv,RUL-096,RequestId uniqueness across shared E-SDC,guidance_canonical,official_spec,high,KB-006,REC-RUL-008,This family mixes hard request-shape rules with manual and taxpayer-facing flow requirements
rules.csv,RUL-097,GetLastSignedInvoice non-volatile retention,guidance_canonical,official_spec,high,KB-006,REC-RUL-008,This family mixes hard request-shape rules with manual and taxpayer-facing flow requirements
rules.csv,RUL-098,Public verification JSON mode,guidance_canonical,official_guidance,high,KB-013,REC-RUL-005,The JSON mode is explicit in the applications guidance but not part of the core LPFR protocol spec
rules.csv,RUL-099,PKI applet locked state in reference reader,reference_only,reference_impl,medium,REF-005,REC-RUL-016,These rows are helpful for future adapters but remain implementation evidence
rules.csv,RUL-100,PKI remaining tries encoding in reference reader,reference_only,reference_impl,medium,REF-005,REC-RUL-016,These rows are helpful for future adapters but remain implementation evidence
rules.csv,RUL-101,VerifyPin ASCII digit format,guidance_canonical,official_spec,high,KB-006,REC-RUL-001,The operational story is strongly corroborated across spec manual tests and BE rulebook materials
rules.csv,RUL-102,Shared TaxCore data can be sourced from SDC,guidance_canonical,official_spec,high,KB-006,TXC-RUL-001,Public shared-service preference is explicit but remains an operational guidance rule rather than a hard transport invariant
rules.csv,RUL-103,Authentication token lifetime and reuse,core_canonical,official_spec,high,KB-006,TXC-RUL-002,Backend token lifetime and reuse are explicitly documented
rules.csv,RUL-104,Token header required for E-SDC backend services,core_canonical,official_spec,high,KB-006,TXC-RUL-003,Backend token header requirement is explicitly documented across E-SDC services
rules.csv,RUL-105,Notify Online Status command-return gate,core_canonical,official_spec,high,KB-006,TXC-RUL-004,Notify Online Status command-return gate is explicitly documented
rules.csv,RUL-106,ProofOfAuditRequest composition,core_canonical,official_spec,high,KB-006,TXC-RUL-005,ProofOfAuditRequest composition is explicitly documented as the bridge between APDU audit data and the HTTP audit-proof endpoint
rules.csv,RUL-107,Delete audit package on verified status,core_canonical,official_spec,high,KB-006,TXC-RUL-006,Audit-package deletion on verified status is explicitly documented
rules.csv,RUL-108,Retry audit package only on status 1,core_canonical,official_spec,high,KB-006,TXC-RUL-007,Audit-package resubmission is explicitly restricted to status 1
rules.csv,RUL-109,currentTaxRates shape differs between shared and LPFR surfaces,derived_layer,derived_from_official,high,KB-006,TXC-RUL-008,This captures a source-level divergence between shared Tax Rates and GetStatus currentTaxRates shapes
fields.csv,AmountStatusResponse.limitAmount,limit_amount,core_canonical,mixed,mixed,KB-006,REC-FLD-006,These byte-level response structures are directly specified
fields.csv,AmountStatusResponse.sumSaleAndRefund,total_signed_amount,core_canonical,mixed,mixed,KB-006,REC-FLD-006,These byte-level response structures are directly specified
fields.csv,AuditDataStatus.commands,commands,core_canonical,mixed,mixed,KB-006,TXC-FLD-007,Audit backend request and response field graphs are source-published
fields.csv,AuditDataStatus.status,status,core_canonical,mixed,mixed,KB-006,TXC-FLD-007,Audit backend request and response field graphs are source-published
fields.csv,AuditPackage.iv,iv,core_canonical,mixed,mixed,KB-006,TXC-FLD-007,Audit backend request and response field graphs are source-published
fields.csv,AuditPackage.key,key,core_canonical,mixed,mixed,KB-006,TXC-FLD-007,Audit backend request and response field graphs are source-published
fields.csv,AuditPackage.payload,payload,core_canonical,mixed,mixed,KB-006,TXC-FLD-007,Audit backend request and response field graphs are source-published
fields.csv,AuthenticationTokenResponse.expiresAt,expires_at,core_canonical,mixed,mixed,KB-006,TXC-FLD-005,Backend token response fields are source-published and stable
fields.csv,AuthenticationTokenResponse.token,token,core_canonical,mixed,mixed,KB-006,TXC-FLD-005,Backend token response fields are source-published and stable
fields.csv,CertificateMetadata.certificateType,certificate_type,reference_only,mixed,mixed,REF-006,REC-FLD-010,Official corpus supports certificate export but not this exact helper object shape
fields.csv,CertificateMetadata.commonName,common_name,reference_only,mixed,mixed,REF-006,REC-FLD-010,Official corpus supports certificate export but not this exact helper object shape
fields.csv,CertificateMetadata.expiryDate,expiry_date,reference_only,mixed,mixed,REF-006,REC-FLD-010,Official corpus supports certificate export but not this exact helper object shape
fields.csv,CertificateMetadata.givenName,given_name,reference_only,mixed,mixed,REF-006,REC-FLD-010,Official corpus supports certificate export but not this exact helper object shape
fields.csv,CertificateMetadata.issuerName,issuer_name,reference_only,mixed,mixed,REF-006,REC-FLD-010,Official corpus supports certificate export but not this exact helper object shape
fields.csv,CertificateMetadata.organization,organization,reference_only,mixed,mixed,REF-006,REC-FLD-010,Official corpus supports certificate export but not this exact helper object shape
fields.csv,CertificateMetadata.organizationUnit,organization_unit,reference_only,mixed,mixed,REF-006,REC-FLD-010,Official corpus supports certificate export but not this exact helper object shape
fields.csv,CertificateMetadata.requestedBy,requested_by,reference_only,mixed,mixed,REF-006,REC-FLD-010,Official corpus supports certificate export but not this exact helper object shape
fields.csv,CertificateMetadata.state,state,reference_only,mixed,mixed,REF-006,REC-FLD-010,Official corpus supports certificate export but not this exact helper object shape
fields.csv,CertificateMetadata.streetAddress,street_address,reference_only,mixed,mixed,REF-006,REC-FLD-010,Official corpus supports certificate export but not this exact helper object shape
fields.csv,CertificateMetadata.surName,sur_name,reference_only,mixed,mixed,REF-006,REC-FLD-010,Official corpus supports certificate export but not this exact helper object shape
fields.csv,CertificateMetadata.taxCoreApiUrl,tax_core_api_url,reference_only,mixed,mixed,REF-006,REC-FLD-010,Official corpus supports certificate export but not this exact helper object shape
fields.csv,CertificateMetadata.tin,tin,reference_only,mixed,mixed,REF-006,REC-FLD-010,Official corpus supports certificate export but not this exact helper object shape
fields.csv,CertificateMetadata.uniqueIdentifier,unique_identifier,reference_only,mixed,mixed,REF-006,REC-FLD-010,Official corpus supports certificate export but not this exact helper object shape
fields.csv,Command.commandId,command_id,core_canonical,mixed,mixed,KB-006,TXC-FLD-006,Backend command field graph is source-published and reused by multiple E-SDC services
fields.csv,Command.payload,payload,core_canonical,mixed,mixed,KB-006,TXC-FLD-006,Backend command field graph is source-published and reused by multiple E-SDC services
fields.csv,Command.type,type,core_canonical,mixed,mixed,KB-006,TXC-FLD-006,Backend command field graph is source-published and reused by multiple E-SDC services
fields.csv,Command.uid,uid,core_canonical,mixed,mixed,KB-006,TXC-FLD-006,Backend command field graph is source-published and reused by multiple E-SDC services
fields.csv,CommandList.items,items,core_canonical,mixed,mixed,KB-006,TXC-FLD-009,E-SDC backend command array wrapper keeps top-level collection outputs explicit across initialization heartbeat and audit-status flows
fields.csv,EnvironmentDescriptor.description,description,core_canonical,mixed,mixed,KB-006,TXC-FLD-004,Shared Environments service publishes this environment-discovery field graph
fields.csv,EnvironmentDescriptor.environmentName,environment_name,core_canonical,mixed,mixed,KB-006,TXC-FLD-004,Shared Environments service publishes this environment-discovery field graph
fields.csv,EnvironmentDescriptor.name,name,core_canonical,mixed,mixed,KB-006,TXC-FLD-004,Shared Environments service publishes this environment-discovery field graph
fields.csv,EnvironmentDescriptor.url,url,core_canonical,mixed,mixed,KB-006,TXC-FLD-004,Shared Environments service publishes this environment-discovery field graph
fields.csv,EnvironmentDescriptorList.items,items,core_canonical,mixed,mixed,KB-006,TXC-FLD-008,Shared Environments service array wrapper keeps the top-level collection explicit without weakening the underlying EnvironmentDescriptor field graph
fields.csv,EnvironmentEndpoints.root,root,core_canonical,mixed,mixed,KB-006; REF-001,REC-FLD-004,The official response shape is direct while reference app persistence only reinforces known endpoint members
fields.csv,EnvironmentEndpoints.taxCoreApi,tax_core_api,core_canonical,mixed,mixed,KB-006; REF-001,REC-FLD-004,The official response shape is direct while reference app persistence only reinforces known endpoint members
fields.csv,EnvironmentEndpoints.taxpayerAdminPortal,taxpayer_admin_portal,core_canonical,mixed,mixed,KB-006; REF-001,REC-FLD-004,The official response shape is direct while reference app persistence only reinforces known endpoint members
fields.csv,EnvironmentEndpoints.vsdc,vsdc,core_canonical,mixed,mixed,KB-006; REF-001,REC-FLD-004,The official response shape is direct while reference app persistence only reinforces known endpoint members
fields.csv,EnvironmentParametersResponse.city,city,core_canonical,mixed,mixed,KB-006,REC-FLD-004,The official response shape is direct while reference app persistence only reinforces known endpoint members
fields.csv,EnvironmentParametersResponse.country,country,core_canonical,mixed,mixed,KB-006,REC-FLD-004,The official response shape is direct while reference app persistence only reinforces known endpoint members
fields.csv,EnvironmentParametersResponse.endpoints,endpoints,core_canonical,mixed,mixed,KB-006,REC-FLD-004,The official response shape is direct while reference app persistence only reinforces known endpoint members
fields.csv,EnvironmentParametersResponse.environmentName,environment_name,core_canonical,mixed,mixed,KB-006,REC-FLD-004,The official response shape is direct while reference app persistence only reinforces known endpoint members
fields.csv,EnvironmentParametersResponse.logo,logo,core_canonical,mixed,mixed,KB-006,REC-FLD-004,The official response shape is direct while reference app persistence only reinforces known endpoint members
fields.csv,EnvironmentParametersResponse.ntpServer,ntp_server,core_canonical,mixed,mixed,KB-006,REC-FLD-004,The official response shape is direct while reference app persistence only reinforces known endpoint members
fields.csv,EnvironmentParametersResponse.organizationName,organization_name,core_canonical,mixed,mixed,KB-006,REC-FLD-004,The official response shape is direct while reference app persistence only reinforces known endpoint members
fields.csv,EnvironmentParametersResponse.serverTimeZone,server_time_zone,core_canonical,mixed,mixed,KB-006,REC-FLD-004,The official response shape is direct while reference app persistence only reinforces known endpoint members
fields.csv,EnvironmentParametersResponse.street,street,core_canonical,mixed,mixed,KB-006,REC-FLD-004,The official response shape is direct while reference app persistence only reinforces known endpoint members
fields.csv,EnvironmentParametersResponse.supportedLanguages,supported_languages,core_canonical,mixed,mixed,KB-006,REC-FLD-004,The official response shape is direct while reference app persistence only reinforces known endpoint members
fields.csv,ForwardSecureElementDirectiveRequest.payload,directive_payload,core_canonical,mixed,mixed,KB-006,REC-FLD-007,The spec directly defines the byte layouts and version-gated CRC behavior
fields.csv,InvoiceItem.gtin,gtin,core_canonical,mixed,mixed,KB-006; KB-008,REC-FLD-001,The request DTO is strongly backed by the spec and the Serbian buyer overlays are directly supported by codebook and technical materials
fields.csv,InvoiceItem.labels,labels,core_canonical,mixed,mixed,KB-006,REC-FLD-001,The request DTO is strongly backed by the spec and the Serbian buyer overlays are directly supported by codebook and technical materials
fields.csv,InvoiceItem.name,name,core_canonical,mixed,mixed,KB-006; KB-008,REC-FLD-001,The request DTO is strongly backed by the spec and the Serbian buyer overlays are directly supported by codebook and technical materials
fields.csv,InvoiceItem.quantity,quantity,core_canonical,mixed,mixed,KB-006,REC-FLD-001,The request DTO is strongly backed by the spec and the Serbian buyer overlays are directly supported by codebook and technical materials
fields.csv,InvoiceItem.totalAmount,total_amount,core_canonical,mixed,mixed,KB-006,REC-FLD-001,The request DTO is strongly backed by the spec and the Serbian buyer overlays are directly supported by codebook and technical materials
fields.csv,InvoiceItem.unitPrice,unit_price,core_canonical,mixed,mixed,KB-006,REC-FLD-001,The request DTO is strongly backed by the spec and the Serbian buyer overlays are directly supported by codebook and technical materials
fields.csv,InvoiceOptions.omitQRCodeGen,omit_qr_code_generation,core_canonical,mixed,mixed,KB-006,REC-FLD-001,The request DTO is strongly backed by the spec and the Serbian buyer overlays are directly supported by codebook and technical materials
fields.csv,InvoiceOptions.omitTextualRepresentation,omit_textual_representation,core_canonical,mixed,mixed,KB-006,REC-FLD-001,The request DTO is strongly backed by the spec and the Serbian buyer overlays are directly supported by codebook and technical materials
fields.csv,InvoiceRequest.buyerCostCenterId,buyer_optional_field,core_canonical,mixed,mixed,KB-006; KB-005; KB-012; KB-016; KB-017,REC-FLD-001,The request DTO is strongly backed by the spec and the Serbian buyer overlays are directly supported by codebook and technical materials
fields.csv,InvoiceRequest.buyerId,buyer_identification,core_canonical,mixed,mixed,KB-006; KB-005; KB-012; KB-016,REC-FLD-001,The request DTO is strongly backed by the spec and the Serbian buyer overlays are directly supported by codebook and technical materials
