BacklogId,SourceUnitId,SourcePath,LineRefs,CandidateKind,LayerHint,CandidateLabel,RawBacklogText,Authority,Confidence,ExistingWorkRefs,SecondPassStatus,Notes
BKL-075,SRC-004,/tmp/open_esir_corpus_extracts/Tehnickivodic.txt,521-555,rule_cluster,verification,Immediate verifiability and readout artifacts,"Guide shows fiscalization exchange steps such as QR generation encryption key generation and readout storage, and states every issued fiscal receipt must be verifiable via SUF immediately after issuance regardless of whether PFR has already delivered it to SUF.",official_technical,high,RUL immediate verification; journal artifacts,pending,High-value rule for offline and public verification expectations
BKL-076,SRC-004,/tmp/open_esir_corpus_extracts/Tehnickivodic.txt,643-677,type_cluster,receipt_content,Mandatory fiscal receipt content list,"Technical guide lists mandatory receipt content including invoice and transaction kinds taxpayer identity buyer PIB when applicable item lines tax specifications totals payment and refund amounts timestamp serial numbers QR or hyperlink and referent document number when needed.",official_technical,high,Receipt field inventory,pending,Strong raw field cluster source
BKL-077,SRC-004,/tmp/open_esir_corpus_extracts/Tehnickivodic.txt,680-765,enum_cluster,receipt_domain,Receipt kinds transaction types and payment methods,"Guide defines invoice kinds turnover and advance plus non-fiscal documents copy training and proforma, transaction types sale and refund or cancellation, named payment methods, and mixed-payment disclosure requirements.",official_technical,high,InvoiceType; TransactionType; PaymentType,pending,Useful triangulation source alongside the rulebook
BKL-078,SRC-004,/tmp/open_esir_corpus_extracts/Tehnickivodic.txt,716-725,rule,receipt_rendering,Non-fiscal legends and double-font rule,"Copy training and proforma documents must visibly contain the legends KOPIJA OBUKA PREDRACUN and OVO NIJE FISKALNI RACUN in text that cannot be changed or removed and is at least double the size of other text.",official_technical,high,RUL non-fiscal rendering,pending,Reinforces rendering obligations from the rulebook
BKL-079,SRC-004,/tmp/open_esir_corpus_extracts/Tehnickivodic.txt,806-879,rule_cluster,receipt_rendering,Separate counters QR verification referent docs and advertisement font,"Guide requires separate per-kind and per-transaction counters, prescribes QR constraints and verification modes, defines referent document use cases for refund advance copy and proforma-related flows, and limits advertisements to a different smaller font.",official_technical,high,Invoice numbering; QR rules; ReferentDocument; advertising text rule,pending,Dense rendering and linking rule set
BKL-080,SRC-004,/tmp/open_esir_corpus_extracts/Tehnickivodic.txt,882-981,rule_cluster,approval,Approval workflow and finding taxonomy,"Guide defines supplier approval workflow for ESIR and LPFR, mandatory resubmission on changes, published approved versions, revocation on non-compliance, access to automated LPFR tests and test security elements, and the finding categories non-compliance defect suspicion observation and improvement.",official_technical,high,Approval workflow; test taxonomy,pending,Important for later separation of stable domain vs approval-sensitive behavior
BKL-081,SRC-010,/tmp/open_esir_corpus_extracts/RunotestiranjeESIRa.txt,82-149,rule_cluster,approval,Required ESIR documentation set,"Manual ESIR testing requires product brochure user manual installation instructions and configuration guidance covering supplier information versioning security warnings setup of tax parameters connection to LPFR or VPFR and security-element insertion.",official_manual_test,high,Approval documentation checklist,pending,Approval-facing but valuable for later implementation-facing docs
BKL-082,SRC-010,/tmp/open_esir_corpus_extracts/RunotestiranjeESIRa.txt,171-197,manual_rule,esir_runtime,ESIR cannot issue without PFR mandatory data,"Manual test requires ESIR to refuse issuing receipts when disconnected from LPFR or VPFR or when the security element or certificate is unavailable and to notify the user that the receipt cannot be issued.",official_manual_test,high,RUL ESIR requires PFR connection,pending,Strong behavioral guardrail
BKL-083,SRC-010,/tmp/open_esir_corpus_extracts/RunotestiranjeESIRa.txt,206-285,manual_rule_cluster,receipt_rendering,ESIR must preserve mandatory receipt data and formatting,"Manual test checks header data cashier identification buyerId optional buyer field ESIR number format referent number and referent time item list tax data payment type PFR time counters QR scanability line framing and the non-fiscal legend; it also states ESIR time must be absent except for certain advance-sale bank-transfer cases.",official_manual_test,high,RUL-090; Q-014; QR rules; ESIR time rule,pending,Dense source for rendering and presence validators
BKL-084,SRC-010,/tmp/open_esir_corpus_extracts/RunotestiranjeESIRa.txt,319-349,manual_rule,esir_transport,ESIR startup authentication with PFR,"On startup ESIR must authenticate with PFR using either PFX on ESIR or smart card on LPFR together with valid PIN or PAC credentials and may require manual connection establishment if auto-connect fails.",official_manual_test,high,Authentication startup flow,pending,Useful when deriving operational contracts around startup and connectivity
BKL-085,SRC-010,/tmp/open_esir_corpus_extracts/RunotestiranjeESIRa.txt,352-399,manual_rule_cluster,sale_builder,Pre-issuance item cancellation and discounts,"Manual ESIR testing includes optional pre-issuance removal of items while leaving at least one item and support for item-level discounts with the reduced final price recorded by PFR.",official_manual_test,medium,Sale editor optional features,pending,Optional product-surface features but still part of observed expectations
BKL-086,SRC-010,/tmp/open_esir_corpus_extracts/RunotestiranjeESIRa.txt,403-447,manual_rule_cluster,payment_domain,All payment methods and repeated mixed payments,"ESIR must support every payment method from the technical guide and may repeat the same payment method more than once on a single mixed-payment receipt.",official_manual_test,high,PaymentType family; mixed-payment rule,pending,Useful for second-pass payment validator inventory
BKL-087,SRC-010,/tmp/open_esir_corpus_extracts/RunotestiranjeESIRa.txt,451-529,manual_rule_cluster,reference_flow,GTIN and referent-number input obligations,"ESIR must allow GTIN entry and make it visible in the administration portal, must require referent number for refund and copy receipts, and must allow referent number on turnover sale when closing an advance-refund flow.",official_manual_test,high,GTIN; ReferentDocument rules,pending,Bridges UI behavior with fiscal reference flows
BKL-088,SRC-010,/tmp/open_esir_corpus_extracts/RunotestiranjeESIRa.txt,538-668,manual_rule_cluster,esir_journal_and_catalog,Journal search item catalog and quantity behavior,"Manual test expects an electronic journal with search, ability to add new items, change prices, choose quantities with three decimals, and add items either by name or by GTIN barcode input.",official_manual_test,high,Electronic journal; item-entry behavior,pending,Operational ESIR capability cluster
BKL-089,SRC-010,/tmp/open_esir_corpus_extracts/RunotestiranjeESIRa.txt,672-706,validator,pricing,Price rounding method,"ESIR must round item prices and totals to at least two decimals using standard threshold rounding where third decimal below five rounds down and five or above rounds up, with explicit numeric examples for quantities and totals.",official_manual_test,high,Rounding validator,pending,Concrete numeric validator source
BKL-090,SRC-010,/tmp/open_esir_corpus_extracts/RunotestiranjeESIRa.txt,715-822,manual_rule_cluster,tax_domain,Tax-rate handling and invalid-rate rejection,"Manual test requires ESIR to print or display current tax labels and rates, show active taxes on command rounded to two decimals, rely only on tax rates exposed by PFR or SUF, and reject issuance when a non-existent tax rate is entered.",official_manual_test,high,RUL tax rates from PFR; validation error expectations,pending,Very strong validator source
BKL-091,SRC-010,/tmp/open_esir_corpus_extracts/RunotestiranjeESIRa.txt,833-861,manual_rule,electronic_delivery,Electronic delivery for all supported receipt types,"Where printing is not possible such as online sales, ESIR must support electronic delivery for every receipt type it supports over a valid channel such as email SMS or compatible messaging app while preserving all mandatory receipt data.",official_manual_test,high,ElectronicDeliveryAdapter expectations,pending,Directly relevant for later output-adapter design
BKL-092,SRC-010,/tmp/open_esir_corpus_extracts/RunotestiranjeESIRa.txt,865-910,manual_rule_cluster,approval,Required sample-receipt set and referent-time fallback note,"Manual review of receipt examples requires multi-item multi-tax decimal-price change-making and both LPFR and VPFR scenarios; it also notes that refund flows without referent time may fall back to current PFR date-time and active tax rates which can matter when historical tax rates changed.",official_manual_test,high,Sample receipt matrix; referent-time nuance,pending,Important approval and validator nuance
BKL-093,SRC-010,/tmp/open_esir_corpus_extracts/RunotestiranjeESIRa.txt,1005-1008,manual_rule,advance_flow,ESIR time mandatory only for aged bank-transfer advance sale,"ESIR time is mandatory only when the buyer paid by bank transfer and the seller received that payment recorded on a later day than the eventual advance-sale receipt issuance.",official_manual_test,high,ESIR time conditional rule,pending,Narrow but critical conditional field rule
BKL-094,SRC-010,/tmp/open_esir_corpus_extracts/RunotestiranjeESIRa.txt,1070-1116,manual_rule_cluster,approval_and_validation,Common ESIR mistakes and mandatory supplier sample set,"Common failures include misplaced optional buyer field missing buyerId missing non-fiscal legend wrong ESIR number wrong refund-copy reference missing buyer-signature line on copy refund and unreadable QR; supplier submission must include sample receipts for LPFR or VPFR all payment methods multiple tax labels GTIN optional buyer field and rounding scenarios.",official_manual_test,high,Open questions and approval sample coverage,pending,High-value consolidation source for validator backlog
BKL-095,SRC-008,/tmp/open_esir_corpus_extracts/Overview.txt,9-42,rule_cluster,architecture,Governing system principles,"Overview defines high-level principles for the fiscalization system including full taxpayer scope phased rollout PKI under tax-authority control online and offline issuing instant public verifiability adaptation of existing invoicing systems separation into invoicing system processor and secure element and open vendor competition.",official_spec_background,medium,Architecture principles,pending,Background source but useful for intent behind modular architecture
BKL-096,SRC-008,/tmp/open_esir_corpus_extracts/Overview.txt,87-118,rule_cluster,verification,Anti-sales-suppression and verification principles,"Document-level design principles require sufficient transactional data on payment documents electronic-signature safeguarding by an associated secure element independence of the secure element from the invoicing-system vendor immediate integrity verification unified secure-element inspection methods human-readable journal records and always-available verification services for both inspectors and the public.",official_spec_background,high,Journal and verification principles,pending,Strong conceptual source for why journal and verification stay first-class in the design
BKL-097,SRC-008,/tmp/open_esir_corpus_extracts/Overview.txt,128-133,rule,b2b_identity,Electronic signature protects purchaser identity in B2B,"In business-to-business transactions an electronic signature must safeguard the purchasing party unique identity from modifications.",official_spec_background,medium,Buyer identity integrity,pending,Background principle that supports buyer-identification handling
BKL-098,SRC-011,/tmp/open_esir_corpus_extracts/ifarnikjedinstvenogIDkupca_ver_116_18122023.txt,15-32,type_cluster,buyer_identification,Buyer identification fields and textual rendering examples,"Codebook defines buyerId as the buyer identification field and buyerCostCenterId as the optional buyer field and shows concrete request plus textual-receipt examples for values such as 10:Pib 12:Pib:Jbkjs and 30:DocumentNumber.",official_codebook,high,Field inventory; receipt rendering examples,pending,Good raw source for both schema and textual output
BKL-099,SRC-011,/tmp/open_esir_corpus_extracts/ifarnikjedinstvenogIDkupca_ver_116_18122023.txt,37-98,enum_cluster,buyer_identification,BuyerId code family,"Codebook enumerates buyerId prefixes 10 11 12 13 14 15 16 20 21 22 23 30 31 32 33 34 35 36 and 40 together with their semantic meaning such as domestic PIB JMBG JBKJS pension card refugee ID passport foreign IDs and foreign TIN.",official_codebook,high,BuyerId enum family,pending,Primary source for buyerId semantics
BKL-100,SRC-011,/tmp/open_esir_corpus_extracts/ifarnikjedinstvenogIDkupca_ver_116_18122023.txt,100-117,enum_cluster,buyer_identification,BuyerCostCenterId code family,"Codebook enumerates optional buyer field prefixes 20 21 30 31 32 33 50 and 60 with meanings such as VAT-form document numbers corporation-card number and refund period for corporate-card reversals.",official_codebook,high,BuyerCostCenterId enum family,pending,Primary source for optional buyer-field semantics
BKL-101,SRC-011,/tmp/open_esir_corpus_extracts/ifarnikjedinstvenogIDkupca_ver_116_18122023.txt,111-115,validator,buyer_identification,Code 60 explicit format,"Optional buyer field code 60 is explicitly formatted as 60:ddmmgggg_ddmmgggg and applies to turnover refund receipts used to reverse previously recorded corporate-card turnover for a calendar month.",official_codebook,high,Format validator for code 60,pending,This is the strongest explicit regex-like format in the codebook
BKL-102,SRC-012,/tmp/open_esir_corpus_extracts/Обавезе_обвезника_фискализације.txt,67-170,guidance_rule_cluster,legal_scope,Taxpayer obligation scope and QR baseline,"Guidance states that eFiscalization means issuing a fiscal receipt with a QR code at the moment of retail turnover or received advance, repeats the retail-scope boundary, and emphasizes that every covered transaction must be recorded regardless of payment method.",official_guidance,medium,Legal scope; QR baseline,pending,Mostly lower-authority restatement but useful as taxpayer-facing wording
BKL-103,SRC-012,/tmp/open_esir_corpus_extracts/Обавезе_обвезника_фискализације.txt,191-264,type_cluster,receipt_content,Guidance receipt content and issuance modes,"Taxpayer obligations guide repeats mandatory receipt content, states printed receipts carry QR while internet-only sales use verification hyperlink in electronic form, permits self-service electronic issue with hyperlink, and requires Serbian language on receipts regardless of issuance mode.",official_guidance,high,Receipt field inventory; rendering rules,pending,Contains a language requirement not yet prominent elsewhere in the backlog
BKL-104,SRC-012,/tmp/open_esir_corpus_extracts/Обавезе_обвезника_фискализације.txt,286-441,rule_cluster,pgjo,PGJO registration model and change deadlines,"Guide details PGJO registration before using the fiscal device, lists business-space types fixed mobile distance-trade and automat, enumerates PGJO data fields including geolocation and area, and sets change-reporting deadlines of 24 hours before planned change or 24 hours after learning about force-majeure changes.",official_guidance,high,PGJO domain model; operational deadlines,pending,Strong operational source for business-location administration
BKL-105,SRC-012,/tmp/open_esir_corpus_extracts/Обавезе_обвезника_фискализације.txt,444-504,rule_cluster,pgjo,Vacation suspension and permanent deregistration flow,"Guide gives the two-step PGJO process for temporary closure during vacation using fields 2.12 and 2.13 and explains permanent deregistration plus the follow-up EP IPP filing when retail activity stops in a space but business activity continues there.",official_guidance,high,PGJO temporary suspension,pending,Useful for administrative adapter surfaces and operator workflows
BKL-106,SRC-012,/tmp/open_esir_corpus_extracts/Обавезе_обвезника_фискализације.txt,511-646,rule_cluster,secure_element,Security element issuance usage return and revocation reasons,"Guide explains BE purposes, mandatory use, forms currently issued by the Tax Authority, ESF prerequisite after PGJO, issued-data fields, seven-day issuance, expiry and renewal timing, three-day theft-or-damage reporting, and return or revocation reasons including forgotten PIN blocked certificate business closure and wrong card format.",official_guidance,high,BE lifecycle; revocation reasons,pending,Good taxpayer-facing operational complement to the normative rulebook
BKL-107,SRC-012,/tmp/open_esir_corpus_extracts/Обавезе_обвезника_фискализације.txt,654-747,rule_cluster,advance_flow,Advance-payment operational flow and mandatory fields,"Guide says advance receipts use invoice kind advance sale or advance refund, every subsequent advance sale references the previous one, final turnover sale is preceded by advance refund, advance refund is not issued to the buyer, the advertisement area becomes mandatory for certain advance-closing flows, ESIR time stores the original payment date for aged bank-transfer advances, and a named advance-item table 10-13 is provided for advance recording.",official_guidance,high,Advance flow rules; ESIR time; item naming,pending,Very dense source of practical advance rules
BKL-108,SRC-012,/tmp/open_esir_corpus_extracts/Обавезе_обвезника_фискализације.txt,749-764,rule,free_of_charge,Free-of-charge turnover encoding,"Turnover without consideration that is legally treated like turnover for consideration is separately recorded by prefixing item name with 00: and using payment type other noncash payment; small-value samples and advertising material that are not considered turnover are excluded.",official_guidance,high,Free-of-charge turnover rule,pending,Practical encoding rule likely to become a validator
BKL-109,SRC-012,/tmp/open_esir_corpus_extracts/Обавезе_обвезника_фискализације.txt,773-801,rule_cluster,reference_flow,Referent-number guidance cases,"Guide repeats referent-number obligations for refund receipts turnover after advances copy receipts and preinvoice-linked turnover or advance receipts, explicitly naming the PFR number as the reference target.",official_guidance,high,ReferentDocument rules,pending,Useful triangulation source with taxpayer-facing terminology
BKL-110,SRC-012,/tmp/open_esir_corpus_extracts/Обавезе_обвезника_фискализације.txt,808-851,rule_cluster,refund_flow,Error-correction and buyerId timing rules,"For erroneous sale or advance-sale receipts the seller cancels by issuing refund with the seller own PIB in buyer identification plus the wrong-receipt reference and full copied item set; if buyer identification was omitted it may only be corrected by immediate cancellation and reissue, otherwise a later reissued buyer-identified receipt is invalid.",official_guidance,high,Refund correction flow; buyerId timing,pending,High-value operational rule set
BKL-111,SRC-012,/tmp/open_esir_corpus_extracts/Обавезе_обвезника_фискализације.txt,857-888,rule_cluster,voucher_flow,Single-purpose voucher treatment,"Sale of a single-purpose voucher is recorded as a turnover sale with a voucher item per VAT rate, only one voucher rate may appear on one receipt, voucher redemption does not generate a fiscal receipt, and refund of the voucher value is recorded back through the voucher item with the gross amount returned.",official_guidance,high,Voucher rules,pending,Practical domain rule set
BKL-112,SRC-012,/tmp/open_esir_corpus_extracts/Обавезе_обвезника_фискализације.txt,894-965,rule_cluster,readout_and_storage,Data delivery readout and proof-of-readout,"Guide requires every receipt to be fiscalized through PFR and BE, sent in real time or within five days after connectivity resumes, stored in internal memory until delivery, optionally supplied by buyer verification or by tax-office readout on BE return, and kept only until ESF validates transmission and generates proof of readout.",official_guidance,high,Offline delivery window; proof of audit/readout,pending,Important operational cluster for journal and resend logic
BKL-113,SRC-012,/tmp/open_esir_corpus_extracts/Обавезе_обвезника_фискализације.txt,977-1033,guidance_rule_cluster,operational_guidance,Additional taxpayer-facing operational notes,"Guide notes there is no obligation for daily or periodic printed reports in the new model, on-site cash refund requires buyer identification from an allowed document but not JMBG, card or other noncash refund needs only the customer receipt number, diplomatic and international-organization sales use PIB or diplomatic ID plus form numbers, and even a business that normally does not retail must fiscalize sale of a fixed asset to a natural person.",official_guidance,high,No daily reports; noncash refund; diplomatic sales,pending,Contains several practical guidance nuances that often surface in implementation questions
BKL-114,SRC-014,knowledge_base/Пореска управа __ Одговори на најчешћa питања.html,11019-11052,guidance_rule_cluster,pfr_topology,FAQ PFR topology and offline baseline,"FAQ states PFR may be local or virtual, a taxpayer using only the virtual processor in the tax network must still secure at least one local processor per physical sales location, and offline receipt issuing is possible except for pure online-sale scenarios because LPFR stores and signs transactions until connectivity returns.",official_guidance,high,V-PFR and L-PFR operational rule,pending,Practical restatement of the architecture requirement
BKL-115,SRC-014,knowledge_base/Пореска управа __ Одговори на најчешћa питања.html,11071-11132,guidance_rule_cluster,secure_element,FAQ security-element acquisition expiry and ESF revocation flow,"FAQ explains BE acquisition through ePorezi and ESF, file delivery to the tax mailbox, certificate lifetime one to four years, three-day damage or loss notice, and ESF revocation flow identified by JID with user-visible statuses and reasons such as forgotten PIN or PAK blocked certificate lost card suspected PFX compromise and business closure.",official_guidance,high,BE lifecycle; JID revocation flow,pending,Adds user-journey detail not present in the normative texts
BKL-116,SRC-014,knowledge_base/Пореска управа __ Одговори на најчешћa питања.html,11184-11205,guidance_rule_cluster,payment_and_verification,FAQ mixed-payment and verification-retention rule,"FAQ repeats the seven payment labels, confirms mixed-payment receipts must show multiple payment methods with split amounts, and states public verification remains available for ten years after receipt issuance and can be repeated multiple times with internet-connected QR or hyperlink access.",official_guidance,high,PaymentType family; verification retention,pending,Ten-year verification horizon is useful to preserve
BKL-117,SRC-014,knowledge_base/Пореска управа __ Одговори на најчешћa питања.html,11206-11307,guidance_rule_cluster,receipt_and_delivery,FAQ installments advance references online-only electronic issue and print default,"FAQ says a fiscal receipt and the tax obligation cannot be split into installments, advance-linked turnover references advance receipts, receipts may be issued offline with at least one LPFR per sales point, online-only retail issues electronic receipts with hyperlink, and fixed-store retail prints by default while electronic delivery is allowed with buyer consent.",official_guidance,high,Advance rules; output rules,pending,Combines several practical delivery and advance clarifications
BKL-118,SRC-014,knowledge_base/Пореска управа __ Одговори на најчешћa питања.html,11267-11343,guidance_rule_cluster,buyer_and_tax,FAQ diplomatic sales tax labels BPG and other-noncash mapping,"FAQ clarifies diplomatic and international-organization sales use PIB or diplomatic ID plus SNPDV or LNPDV forms and may be issued with 0 tax where VAT exemption applies, every item must carry a tax label, BPG cases should use buyerId code 11 JMBG of the owner, and compensation-style settlement may be represented as other noncash payment.",official_guidance,high,BuyerId guidance; tax-label rules,pending,Contains multiple buyer and tax clarifications from practice
BKL-119,SRC-014,knowledge_base/Пореска управа __ Одговори на најчешћa питања.html,11344-11378,guidance_rule_cluster,advance_and_refund,FAQ aged bank-transfer advance and refund proof flow,"FAQ confirms aged bank-transfer advances require ESIR time, refunds are recorded through turnover refund with buyer identification and a reference to the original sale, copy refund is issued immediately afterward and retained by the cashier as proof, and referent number stays optional outside copy refund and advance-linked cases.",official_guidance,high,Advance ESIR time; refund proof flow,pending,Useful practical complement to manual-test expectations
BKL-120,SRC-014,knowledge_base/Пореска управа __ Одговори на најчешћa питања.html,11379-11400,guidance_rule_cluster,tax_domain,FAQ non-VAT taxpayer tax label and hospitality advance proportioning,"FAQ states a non-VAT taxpayer marks goods and services exclusively with tax label A and gives a hospitality example where the advance receipt references the preinvoice and contains the remaining 70 percent of the preinvoice lines because 30 percent was already paid as advance.",official_guidance,high,Tax label A; advance example,pending,Example-backed tax and advance guidance
BKL-121,SRC-014,knowledge_base/Пореска управа __ Одговори на најчешћa питања.html,11401-11411,guidance_rule,buyer_identification,FAQ diplomatic and foreign-customer identification nuance,"FAQ says diplomatic and foreign-customer sales may include PIB or diplomatic-ID-and-form data on turnover sale receipts, while also asserting that buyer identification is used only in refund scenarios.",official_guidance,medium,Q-014; buyerId guidance tension,pending,Keep as a raw conflict candidate for second-pass reconciliation
BKL-122,SRC-014,knowledge_base/Пореска управа __ Одговори на најчешћa питања.html,11412-11464,guidance_rule_cluster,reference_flow,FAQ erroneous-receipt correction and pre-2022 reference formats,"FAQ repeats seller-PIB cancellation flow for wrong receipts and adds reference-format examples for linking new advance receipts to pre-EFU accounting numbers or legacy fiscal-cash-register identifiers such as IBFM and receipt number.",official_guidance,high,Refund correction; legacy reference formats,pending,High-signal compatibility guidance
BKL-123,SRC-014,knowledge_base/Пореска управа __ Одговори на најчешћa питања.html,11615-11636,guidance_rule_cluster,offline_and_tax,FAQ offline transmission window and tax-rate authority,"FAQ restates five-day delayed delivery after connectivity returns and says the fiscal system receives tax-rate data from SUF which defines labels rate changes and effective dates.",official_guidance,high,Offline resend rule; tax rates from SUF,pending,Strong practical confirmation source
BKL-124,SRC-014,knowledge_base/Пореска управа __ Одговори на најчешћa питања.html,11707-11740,guidance_rule_cluster,copy_and_backup,FAQ copy reprint and backup continuity options,"FAQ says any later reprint from ERP must be issued as a copy receipt, allows a reserve fiscal device if the same security element is moved into it, and again presents VPFR as a continuity option in stores that still must have at least one LPFR per sales point.",official_guidance,high,CopyInvoice rule; backup operation,pending,Very practical operational guidance
BKL-125,SRC-014,knowledge_base/Пореска управа __ Одговори на најчешћa питања.html,11753-11759,guidance_rule,no_daily_reports,FAQ no daily or periodic report return to ESIR,"FAQ states PFR does not return day or period reports for bookkeeping because turnover data is searched through ESF instead.",official_guidance,high,No daily reports,pending,Good concise operational answer
BKL-126,SRC-014,knowledge_base/Пореска управа __ Одговори на најчешћa питања.html,11789-11801,guidance_rule,refakcija_vat,FAQ refakcija operator number not mandatory,"FAQ states that for foreign-customer VAT refund the technical-guide part requiring passport or ID plus ZPPPDV or refund-operator number is not mandatory and the guide will be aligned to this answer.",official_guidance,high,Q-014; optional buyer field guidance,pending,Important lower-authority but explicit guidance override candidate
BKL-127,SRC-014,knowledge_base/Пореска управа __ Одговори на најчешћa питања.html,11802-11931,guidance_rule_cluster,pgjo_and_fairs,FAQ vacation and fair-sale PGJO flows,"FAQ details vacation temporary shutdown through PGJO option 3 with fields 2.12 and 2.13, requires fair sales to use a registered mobile business space with its own security element, explains repeated temporary interruption filings around fair dates, and allows fair-location text to be added through the receipt advertising field.",official_guidance,high,PGJO temporary shutdown; fair-sale operations,pending,Practical mobility and temporary-space guidance
BKL-128,REF-005,knowledge_base/Dti.TaxCore.Examples.SESignInvoiceV3.0/README.md,1-14,reference_example,secure_element,SE Sign Invoice sample purpose and prerequisites,"Both legacy and v3 SESignInvoice samples are minimal demonstration apps for generating and sending APDU commands to the TaxCore Secure Element and require an operational smart-card reader plus an initialized smart card with the Secure Element applet, with guidance to configure PIN and use only one reader.",reference_impl,high,SE sample family,pending,Useful as reference-sample context rather than normative behavior
BKL-129,REF-005,knowledge_base/Dti.TaxCore.Examples.SESignInvoice/SESignInvoice/ESDCFixture.cs,16-67,reference_example,secure_element,Legacy SignInvoice payload layout,"Legacy sample constructs a 68-byte SignInvoice payload composed of 8-byte timestamp 20-byte taxpayerId 20-byte buyerId 1-byte invoiceType 1-byte transactionType 8-byte amount 1-byte category count 1-byte tax category and 8-byte tax-category amount with examples normal sale and VAT category 3.",reference_impl,high,Legacy SignInvoice payload,pending,Good raw payload-layout evidence
BKL-130,REF-005,knowledge_base/Dti.TaxCore.Examples.SESignInvoiceV3.0/SESignInvoice/ESDCFixture.cs,16-67,reference_example,secure_element,V3 SignInvoice payload layout and field-size change,"V3 sample reduces SignInvoice payload to 66 bytes by using 7-byte big-endian encoded invoice amount and tax-category amount instead of the legacy 8-byte representation while preserving the same logical field order.",reference_impl,high,V3 SignInvoice payload,pending,Important version-delta evidence for APDU adapters
BKL-131,REF-005,knowledge_base/Dti.TaxCore.Examples.SESignInvoiceV3.0/SESignInvoice/ESDCFixture.cs,71-195,reference_example,secure_element,SESignInvoice APDU command flow,"Sample loops through connected readers, selects the TaxCore applet AID A000000748464A492D546178436F7265, verifies PIN with CLA 0x88 INS 0x11 P1 0x04 P2 0x00 using digit-array PIN data, and sends SignInvoice with CLA 0x88 INS 0x13 P1 0x04 P2 0x00 over extended APDU.",reference_impl,high,APDU command samples,pending,Reference implementation evidence for low-level adapter behavior
BKL-132,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,2482-2593,contract,lpfr_service,GetEnvironmentParameters,"GET /api/v3/environment-parameters returns environment metadata such as organizationName serverTimeZone address endpoints environmentName logo ntpServer and supportedLanguages; response fields may grow over time.",official_spec,high,CTR-003,pending,Explicit official contract added during reconciliation seeding
BKL-133,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,2596-2620,contract,lpfr_service,Attention,"GET /api/v3/attention probes E-SDC availability before VerifyPin or CreateInvoice and succeeds only when the next sensitive command can be sent immediately.",official_spec,high,CTR-005,pending,Explicit official contract added during reconciliation seeding
BKL-134,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,3398-3470,contract,lpfr_service,CreateInvoice,"POST /api/v3/invoices is the main invoice-signing contract for V-SDC and E-SDC; it accepts JSON InvoiceRequest, optional RequestId and Accept-Language headers, and optional PAC for V-SDC.",official_spec,high,CTR-001,pending,Explicit contract row split out from the detailed Create Invoice section
BKL-135,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,8968-9000,contract,secure_element,SelectSEApplet,"Select SE Applet APDU routes subsequent secure-element commands to the TaxCore applet using CLA 0x00 INS 0xA4 P1P2 0x0400 and AID A000000748464A492D546178436F726500.",official_spec,high,CTR-007,pending,Explicit official APDU selection contract
BKL-136,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,9003-9047,contract,secure_element,GetSecureElementVersion,"Get Secure Element Version returns the SE API version as 12 bytes made of three unsigned 4-byte integers for major minor and patch, using CLA 0x88 INS 0x08.",official_spec,high,CTR-008,pending,Explicit official APDU version contract
BKL-137,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,9050-9123,contract,secure_element,ForwardSecureElementDirective,"Forward Secure Element Directive sends a TaxCore-provided 512-byte directive payload to the Secure Element using CLA 0x88 INS 0x40 with version-gated CRC support from SE 3.2.5 onward.",official_spec,high,CTR-009,pending,Explicit official APDU forwarding contract
BKL-138,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,9126-9158,contract,secure_element,ExportCertificateApdu,"Export Certificate APDU exports the taxpayer certificate from the Secure Element in DER format using CLA 0x88 INS 0x04 and is the basis for deriving UID TIN and location metadata.",official_spec,high,CTR-015,pending,Official secure-element certificate export contract
BKL-139,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,9161-9294,contract,secure_element,GetLastSignedInvoiceApdu,"Get Last Signed Invoice APDU returns the same response-data structure as Sign Invoice and supports optional CRC from SE 3.2.5 onward, using CLA 0x88 INS 0x15.",official_spec,high,CTR-006,pending,This is the secure-element APDU contract and must be kept separate from HTTP invoice recovery
BKL-140,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,9297-9328,contract,secure_element,GetPinTriesLeftFromSEApplet,"Get PIN tries left from SE Applet returns remaining secure-element PIN attempts before lockout using CLA 0x88 INS 0x16 and a one-byte response payload.",official_spec,high,,pending,New secure-element auxiliary contract discovered during reconciliation
BKL-141,SRC-006,/tmp/open_esir_corpus_extracts/Technical-Documentation.txt,9330-9372,contract,secure_element,GetCertParams,"Get CertParams returns UID plus certificate NotBefore and NotAfter in UTC Unix timestamp form using CLA 0x88 INS 0x33 and is available from SE 3.2.8 onward.",official_spec,high,CTR-010,pending,Explicit official APDU certificate-parameter contract
